ParticipantID,Health_Status,SPEAKER_ID,Physical_Domaince,Social_Dmanice
40,0,16,3,2
40,0,17,4,1
40,0,18,6,5
40,0,19,5,4
40,0,20,2,3
19,1,1,5,7
19,1,2,6,3
19,1,3,6,7
19,1,4,6,7
19,1,5,7,7
19,1,6,7,4
19,1,7,8,7
19,1,8,7,6
19,1,9,7,5
19,1,10,8,6
19,0,11,7,8
19,0,12,6,4
19,0,13,4,4
19,0,14,6,6
19,0,15,2,3
19,0,16,5,5
19,0,17,6,7
19,0,18,4,5
19,0,19,3,6
19,0,20,5,5
124,1,1,2,3
124,1,2,5,5
124,1,3,5,4
124,1,4,3,7
124,1,5,7,6
124,1,6,6,7
124,1,7,7,5
124,1,8,4,6
124,1,9,7,7
124,1,10,6,3
124,0,11,3,4
124,0,12,8,4
124,0,13,4,7
124,0,14,5,5
124,0,15,2,3
124,0,16,6,6
124,0,17,3,4
124,0,18,6,8
124,0,19,4,6
124,0,20,6,4
13,1,1,8,8
13,1,2,8,9
13,1,3,6,9
13,1,4,6,8
13,1,5,8,9
13,1,6,8,8
13,1,7,9,8
13,1,8,9,7
13,1,9,7,6
13,1,10,8,7
13,0,11,8,9
13,0,12,6,9
13,0,13,9,8
13,0,14,7,5
13,0,15,8,7
13,0,16,9,5
13,0,17,7,8
13,0,18,6,7
13,0,19,7,8
13,0,20,7,9
119,1,1,7,8
119,1,2,8,9
119,1,3,7,7
119,1,4,7,8
119,1,5,6,7
119,1,6,5,9
119,1,7,5,3
119,1,8,2,7
119,1,9,6,5
119,1,10,8,4
119,0,11,3,8
119,0,12,2,5
119,0,13,6,6
119,0,14,6,9
119,0,15,4,6
119,0,16,6,8
119,0,17,6,7
119,0,18,5,7
119,0,19,4,7
119,0,20,3,2
54,1,1,7,8
54,1,2,7,4
54,1,3,4,4
54,1,4,4,7
54,1,5,5,9
54,1,6,3,6
54,1,7,9,8
54,1,8,4,5
54,1,9,9,7
54,1,10,8,7
54,0,11,5,3
54,0,12,6,7
54,0,13,4,5
54,0,14,5,6
54,0,15,3,4
54,0,16,3,5
54,0,17,2,2
54,0,18,3,3
54,0,19,3,4
54,0,20,8,6
51,1,1,6,6
51,1,2,7,5
51,1,3,7,6
51,1,4,4,7
51,1,5,7,2
51,1,6,7,5
51,1,7,7,3
51,1,8,5,4
51,1,9,8,4
51,1,10,7,4
51,0,11,7,5
51,0,12,6,4
51,0,13,3,7
51,0,14,5,6
51,0,15,2,7
51,0,16,3,7
51,0,17,3,6
51,0,18,6,3
51,0,19,3,6
51,0,20,7,3
75,1,1,8,7
75,1,2,7,8
75,1,3,7,7
75,1,4,6,7
75,1,5,7,7
75,1,6,8,7
75,1,7,7,7
75,1,8,7,6
75,1,9,7,6
75,1,10,7,7
75,0,11,7,7
75,0,12,8,8
75,0,13,4,8
75,0,14,8,7
75,0,15,7,5
75,0,16,8,8
75,0,17,8,8
75,0,18,6,4
75,0,19,6,7
75,0,20,7,7
118,1,1,6,8
118,1,2,8,7
118,1,3,5,7
118,1,4,7,8
118,1,5,7,8
118,1,6,8,7
118,1,7,2,7
118,1,8,7,7
118,1,9,6,6
118,1,10,6,7
118,0,11,6,6
118,0,12,4,6
118,0,13,7,8
118,0,14,8,8
118,0,15,4,5
118,0,16,7,8
118,0,17,6,7
118,0,18,7,7
118,0,19,7,5
118,0,20,7,8
66,1,1,4,6
66,1,2,6,8
66,1,3,7,6
66,1,4,3,4
66,1,5,5,6
66,1,6,5,7
66,1,7,7,7
66,1,8,5,2
66,1,9,5,4
66,1,10,6,8
66,0,11,6,6
66,0,12,5,6
66,0,13,4,6
66,0,14,4,5
66,0,15,2,5
66,0,16,2,3
66,0,17,4,5
66,0,18,6,8
66,0,19,1,4
66,0,20,4,4
100,1,1,5,3
100,1,2,7,5
100,1,3,6,4
100,1,4,4,5
100,1,5,5,7
100,1,6,5,6
100,1,7,6,6
100,1,8,4,5
100,1,9,6,8
100,1,10,6,7
100,0,11,7,6
100,0,12,7,2
100,0,13,6,4
100,0,14,5,3
100,0,15,3,4
100,0,16,6,5
100,0,17,7,5
100,0,18,5,6
100,0,19,5,4
100,0,20,5,4
23,1,1,6,6
23,1,2,6,3
23,1,3,3,7
23,1,4,6,4
23,1,5,4,5
23,1,6,6,3
23,1,7,6,5
23,1,8,5,3
23,1,9,3,4
23,1,10,5,4
23,0,11,4,4
23,0,12,4,6
23,0,13,6,3
23,0,14,4,3
23,0,15,5,5
23,0,16,4,6
23,0,17,3,3
23,0,18,4,6
23,0,19,6,5
23,0,20,3,4
26,1,1,7,6
26,1,2,7,7
26,1,3,7,7
26,1,4,6,8
26,1,5,7,7
26,1,6,6,6
26,1,7,7,8
26,1,8,6,8
26,1,9,7,6
26,1,10,7,8
26,0,11,6,8
26,0,12,6,5
26,0,13,6,6
26,0,14,7,6
26,0,15,7,8
26,0,16,7,5
26,0,17,7,6
26,0,18,6,6
26,0,19,7,8
26,0,20,7,6
116,1,1,5,5
116,1,2,7,6
116,1,3,6,6
116,1,4,6,6
116,1,5,7,6
116,1,6,5,7
116,1,7,5,7
116,1,8,7,6
116,1,9,4,5
116,1,10,5,5
116,0,11,5,5
116,0,12,4,6
116,0,13,5,5
116,0,14,7,4
116,0,15,7,5
116,0,16,7,7
116,0,17,5,6
116,0,18,6,5
116,0,19,7,7
116,0,20,6,6
101,1,1,4,4
101,1,2,7,7
101,1,3,6,6
101,1,4,5,6
101,1,5,7,6
101,1,6,4,7
101,1,7,7,7
101,1,8,5,7
101,1,9,7,7
101,1,10,8,6
101,0,11,6,6
101,0,12,6,4
101,0,13,3,5
101,0,14,5,5
101,0,15,2,4
101,0,16,4,6
101,0,17,3,4
101,0,18,5,5
101,0,19,4,4
101,0,20,7,6
70,1,1,4,5
70,1,2,6,6
70,1,3,4,4
70,1,4,4,6
70,1,5,5,4
70,1,6,5,5
70,1,7,6,6
70,1,8,4,7
70,1,9,8,6
70,1,10,4,7
70,0,11,5,6
70,0,12,5,6
70,0,13,4,7
70,0,14,4,5
70,0,15,5,5
70,0,16,3,6
70,0,17,4,6
70,0,18,5,6
70,0,19,5,6
70,0,20,4,7
122,1,1,6,7
122,1,2,6,4
122,1,3,6,6
122,1,4,5,6
122,1,5,4,6
122,1,6,6,6
122,1,7,6,6
122,1,8,4,6
122,1,9,5,5
122,1,10,5,5
122,0,11,5,5
122,0,12,5,5
122,0,13,5,6
122,0,14,5,5
122,0,15,4,6
122,0,16,4,7
122,0,17,4,6
122,0,18,6,5
122,0,19,7,6
122,0,20,5,7
22,1,1,3,5
22,1,2,4,6
22,1,3,3,7
22,1,4,4,4
22,1,5,7,8
22,1,6,7,5
22,1,7,8,6
22,1,8,6,5
22,1,9,8,8
22,1,10,7,6
22,0,11,6,7
22,0,12,5,4
22,0,13,2,3
22,0,14,4,5
22,0,15,4,3
22,0,16,4,6
22,0,17,1,3
22,0,18,6,7
22,0,19,2,2
22,0,20,5,3
27,1,1,6,6
27,1,2,7,7
27,1,3,5,6
27,1,4,6,6
27,1,5, ,7
27,1,6,6,6
27,1,7,7,6
27,1,8,6,6
27,1,9,7,6
27,1,10,7,6
27,0,11,7,6
27,0,12,6,6
27,0,13,6,6
27,0,14,6,6
27,0,15,6,6
27,0,16,6,5
27,0,17,6,7
27,0,18,7,7
27,0,19,5,7
27,0,20,6,7
29,1,1,6,5
29,1,2,6,6
29,1,3,7,5
29,1,4,4,6
29,1,5,7,5
29,1,6,5,5
29,1,7,7,4
29,1,8,5,4
29,1,9,5,4
29,1,10,4,6
29,0,11,6,5
29,0,12,4,4
29,0,13,4,6
29,0,14,4,6
29,0,15,4,4
29,0,16,4,5
29,0,17,5,4
29,0,18,5,4
29,0,19,5,7
29,0,20,5,3
106,1,1,5,3
106,1,2,6,7
106,1,3,5,5
106,1,4,3,3
106,1,5,5,6
106,1,6,5,4
106,1,7,7,7
106,1,8,5,4
106,1,9,7,7
106,1,10,7,7
106,0,11,5,5
106,0,12,3,3
106,0,13,4,4
106,0,14,3,6
106,0,15,4,3
106,0,16,5,4
106,0,17,3,3
106,0,18,5,3
106,0,19,3,4
106,0,20,4,6
11,1,1,4,5
11,1,2,7,6
11,1,3,6,5
11,1,4,5,6
11,1,5,7,6
11,1,6,7,6
11,1,7,8,6
11,1,8,6,4
11,1,9,8,7
11,1,10,7,6
11,0,11,7,6
11,0,12,4,4
11,0,13,4,5
11,0,14,4,7
11,0,15,2,3
11,0,16,5,4
11,0,17,3,4
11,0,18,6,4
11,0,19,3,4
11,0,20,4,5
128,1,1,5,5
128,1,2,5,5
128,1,3,5,5
128,1,4,5,5
128,1,5,5,5
128,1,6,5,5
128,1,7,5,5
128,1,8,5,5
128,1,9,5,5
128,1,10,5,5
128,0,11,5,5
128,0,12,5,5
128,0,13,5,5
128,0,14,5,5
128,0,15,5,5
128,0,16,5,5
128,0,17,5,5
128,0,18,5,5
128,0,19,5,5
128,0,20,5,5
74,1,1,4,6
74,1,2,7,4
74,1,3,6,4
74,1,4,4,4
74,1,5,7,8
74,1,6,5,6
74,1,7,8,7
74,1,8,7,6
74,1,9,8,7
74,1,10,7,7
74,0,11,7,7
74,0,12,5,6
74,0,13,3,4
74,0,14,5,8
74,0,15,3,1
74,0,16,6,5
74,0,17,3,3
74,0,18,7,6
74,0,19,5,7
74,0,20,4,4
77,1,1,4,4
77,1,2,5,5
77,1,3,5,4
77,1,4,5,4
77,1,5,4,5
77,1,6,5,5
77,1,7,4,5
77,1,8,5,4
77,1,9,4,4
77,1,10,5,5
77,0,11,5,5
77,0,12,4,4
77,0,13,4,5
77,0,14,5,5
77,0,15,5,5
77,0,16,5,5
77,0,17,5,5
77,0,18,5,5
77,0,19,4,5
77,0,20,4,4
